geo_code,geo_name,date_monday,year_iso,week_iso_num,taux_passages_urgences,MNP_score,tmean,workplaces,retail_and_recreation,couv_complet
76,Occitanie,2024-04-22,2024,17,524.10901468,,8.661428571428571,,,
76,Occitanie,2024-04-29,2024,18,459.68349661,,12.074285714285711,,,
76,Occitanie,2024-05-06,2024,19,484.5814978,,14.664285714285716,,,
76,Occitanie,2024-05-13,2024,20,426.30057803,,14.821428571428571,,,
76,Occitanie,2024-05-20,2024,21,348.7544484,,14.44,,,
76,Occitanie,2024-05-27,2024,22,418.25095057,,13.675714285714289,,,
76,Occitanie,2024-06-03,2024,23,360.86051353,,13.547142857142855,,,
76,Occitanie,2024-06-10,2024,24,214.08839779,,13.47,,,
76,Occitanie,2024-06-17,2024,25,233.05084746,,16.467142857142857,,,
76,Occitanie,2024-06-24,2024,26,279.44111776,,17.612857142857145,,,
76,Occitanie,2024-07-01,2024,27,277.77777778,,16.22142857142857,,,
76,Occitanie,2024-07-08,2024,28,176.67844523,,16.784285714285716,,,
76,Occitanie,2024-07-15,2024,29,136.79890561,,19.60571428571429,,,
76,Occitanie,2024-07-22,2024,30,137.17421125,,18.15571428571429,,,
76,Occitanie,2024-07-29,2024,31,184.04907975,,21.392857142857142,,,
76,Occitanie,2024-08-05,2024,32,143.97905759,,19.704285714285714,,,
76,Occitanie,2024-08-12,2024,33,134.13816231,,19.97142857142857,,,
76,Occitanie,2024-08-19,2024,34,149.67925873,,17.907142857142855,,,
76,Occitanie,2024-08-26,2024,35,164.91754123,,19.59857142857143,,,
76,Occitanie,2024-09-02,2024,36,259.84251969,,17.5,,,
76,Occitanie,2024-09-09,2024,37,267.41731175,,13.454285714285716,,,
76,Occitanie,2024-09-16,2024,38,327.66990291,,17.45714285714286,,,
76,Occitanie,2024-09-23,2024,39,480.20765737,,14.087142857142856,,,
76,Occitanie,2024-09-30,2024,40,362.62203626,,13.2,,,
76,Occitanie,2024-10-07,2024,41,458.16733068,,12.79857142857143,,,
76,Occitanie,2024-10-14,2024,42,519.23076923,,15.15857142857143,,,
76,Occitanie,2024-10-21,2024,43,459.697733,,13.175714285714289,,,
76,Occitanie,2024-10-28,2024,44,493.35863378,,11.94285714285714,,,
76,Occitanie,2024-11-04,2024,45,586.63028649,,9.55714285714286,,,
76,Occitanie,2024-11-11,2024,46,643.63143631,,9.48,,,
76,Occitanie,2024-11-18,2024,47,873.22121604,,7.801428571428572,,,
76,Occitanie,2024-11-25,2024,48,1123.7877924,,8.454285714285714,,,
76,Occitanie,2024-12-02,2024,49,1389.4967177,,8.622857142857143,,,
76,Occitanie,2024-12-09,2024,50,1532.0041973,,5.145714285714286,,,
76,Occitanie,2024-12-16,2024,51,1685.2886406,,8.544285714285715,,,
76,Occitanie,2024-12-23,2024,52,1372.7193745,,5.847142857142857,,,
76,Occitanie,2024-12-30,2025,1,1462.0758483,,5.378571428571428,,,
76,Occitanie,2025-01-06,2025,2,960.21947874,,3.6942857142857144,,,
